candidato,id,celda,ubicacion,cita,categoria,veredicto,ocurrencias,justificacion,refs
K-629,,celda-en-evaluacion,sut/backend/tests/wallet-crypto.test.ts:201,expect(addressIndex as number).toBeLessThan(HARDENED_OFFSET);,,CORRECTO,1,"BIP-32: I = HMAC-SHA512(key=""Bitcoin seed"", data=S); CKDpriv hardened (`0x00‖ser256(k)‖ser32(i)`) / normal (`serP‖ser32(i)`); si parse256(I_L) ≥ n o k_i = 0, «proceed with the next value for i» (corpus/documentos/bip-0032.mediawiki, Master key generation y Private parent key → private child key).",
K-630,,celda-en-evaluacion,sut/backend/tests/wallet-crypto.test.ts:203,expect(HARDENED_OFFSET).toBe(2147483648);,,CORRECTO,1,"BIP-32: I = HMAC-SHA512(key=""Bitcoin seed"", data=S); CKDpriv hardened (`0x00‖ser256(k)‖ser32(i)`) / normal (`serP‖ser32(i)`); si parse256(I_L) ≥ n o k_i = 0, «proceed with the next value for i» (corpus/documentos/bip-0032.mediawiki, Master key generation y Private parent key → private child key).",
K-631,,celda-en-evaluacion,sut/backend/tests/wallet-crypto.test.ts:204,"expect(ETHEREUM_BASE_PATH).toBe(""m/44'/60'/0'/0"");",,CORRECTO,1,"Path BIP-44 `m/purpose'/coin_type'/account'/change/address_index` con purpose 44' y change 0 = cadena externa (corpus/documentos/bip-0044.mediawiki, Path levels). coin type 60 (Ethereum) lo fija spec/00-fundaciones/activos-y-par-de-trading.md §1; BIP-44 remite el registro a SLIP-0044 (§2.6).",
K-632,,celda-en-evaluacion,sut/backend/tests/wallet-crypto.test.ts:205,// `'` y `h` son equivalentes como marca de hardened.,,CORRECTO,1,"BIP-32: I = HMAC-SHA512(key=""Bitcoin seed"", data=S); CKDpriv hardened (`0x00‖ser256(k)‖ser32(i)`) / normal (`serP‖ser32(i)`); si parse256(I_L) ≥ n o k_i = 0, «proceed with the next value for i» (corpus/documentos/bip-0032.mediawiki, Master key generation y Private parent key → private child key).",
K-633,,celda-en-evaluacion,sut/backend/tests/wallet-crypto.test.ts:206,"expect(parsePath(""m/44h/60h/0h/0/7"")).toEqual(indices);",,CORRECTO,1,"Path BIP-44 `m/purpose'/coin_type'/account'/change/address_index` con purpose 44' y change 0 = cadena externa (corpus/documentos/bip-0044.mediawiki, Path levels). coin type 60 (Ethereum) lo fija spec/00-fundaciones/activos-y-par-de-trading.md §1; BIP-44 remite el registro a SLIP-0044 (§2.6).",
K-634,,celda-en-evaluacion,sut/backend/tests/wallet-crypto.test.ts:211,"const b = deriveAccountAt(mnemonicToSeed(MNEMONIC_HARDHAT, ''), 3);",,CORRECTO,1,"BIP-39: ENT 128–256, checksum SHA-256 ENT/32, wordlist inglés 2048, PBKDF2-HMAC-SHA512 2048 iter, seed 64 B, NFKD (corpus/documentos/bip-0039.mediawiki «Generating the mnemonic» y «From mnemonic to seed»; wordlist corpus/documentos/bip-0039-wordlist-english.txt, SHA-256 2f5eed53…24dbda). 24 palabras = política HU-06-01 RN-1, no exclusividad del estándar (§2.6).",
K-635,,celda-en-evaluacion,sut/backend/tests/wallet-crypto.test.ts:224,expect(k < SECP256K1_ORDER).toBe(true);,,CORRECTO,1,"Keccak-256 / secp256k1 usados como en HU-06-02 RN-4 (dirección = últimos 20 B de Keccak-256(X‖Y)) y BIP-32 (corpus/documentos/bip-0032.mediawiki, curva secp256k1; corpus/documentos/erc-55.md usa Keccak-256). Sin fórmula atribuida de más al estándar. §2.6.",
K-636,,celda-en-evaluacion,sut/backend/tests/wallet-crypto.test.ts:232,"'derivationPath',",,CORRECTO,1,"Keccak-256 / secp256k1 usados como en HU-06-02 RN-4 (dirección = últimos 20 B de Keccak-256(X‖Y)) y BIP-32 (corpus/documentos/bip-0032.mediawiki, curva secp256k1; corpus/documentos/erc-55.md usa Keccak-256). Sin fórmula atribuida de más al estándar. §2.6.",
K-637,,celda-en-evaluacion,sut/backend/tests/wallet-crypto.test.ts:235,"const privada = toHex(derivePath(seedHardhat, ""m/44'/60'/0'/0/0"").privateKey);",,CORRECTO,1,"Path BIP-44 `m/purpose'/coin_type'/account'/change/address_index` con purpose 44' y change 0 = cadena externa (corpus/documentos/bip-0044.mediawiki, Path levels). coin type 60 (Ethereum) lo fija spec/00-fundaciones/activos-y-par-de-trading.md §1; BIP-44 remite el registro a SLIP-0044 (§2.6).",
K-638,,celda-en-evaluacion,sut/backend/tests/wallet-crypto.test.ts:240,"describe('AT-06-02-08 — índice con clave BIP-32 inválida (stub de HMAC-SHA512)', () => {",,CORRECTO,1,"BIP-32: I = HMAC-SHA512(key=""Bitcoin seed"", data=S); CKDpriv hardened (`0x00‖ser256(k)‖ser32(i)`) / normal (`serP‖ser32(i)`); si parse256(I_L) ≥ n o k_i = 0, «proceed with the next value for i» (corpus/documentos/bip-0032.mediawiki, Master key generation y Private parent key → private child key).",
K-639,,celda-en-evaluacion,sut/backend/tests/wallet-crypto.test.ts:249,"* Instala un stub que, sólo en la derivación **normal** (no hardened) del índice",,CORRECTO,1,"BIP-32: I = HMAC-SHA512(key=""Bitcoin seed"", data=S); CKDpriv hardened (`0x00‖ser256(k)‖ser32(i)`) / normal (`serP‖ser32(i)`); si parse256(I_L) ≥ n o k_i = 0, «proceed with the next value for i» (corpus/documentos/bip-0032.mediawiki, Master key generation y Private parent key → private child key).",
K-640,,celda-en-evaluacion,sut/backend/tests/wallet-crypto.test.ts:252,"* mientras que la hardened usa `0x00 ‖ ser256(k_par) ‖ ser32(i)` (37 bytes, primer byte",,CORRECTO,1,"BIP-32: I = HMAC-SHA512(key=""Bitcoin seed"", data=S); CKDpriv hardened (`0x00‖ser256(k)‖ser32(i)`) / normal (`serP‖ser32(i)`); si parse256(I_L) ≥ n o k_i = 0, «proceed with the next value for i» (corpus/documentos/bip-0032.mediawiki, Master key generation y Private parent key → private child key).",
K-641,,celda-en-evaluacion,sut/backend/tests/wallet-crypto.test.ts:279,expect(cuenta.derivationPath).toBe(`${ETHEREUM_BASE_PATH}/${INDICE_ROTO + 1}`);,,CORRECTO,1,"Keccak-256 / secp256k1 usados como en HU-06-02 RN-4 (dirección = últimos 20 B de Keccak-256(X‖Y)) y BIP-32 (corpus/documentos/bip-0032.mediawiki, curva secp256k1; corpus/documentos/erc-55.md usa Keccak-256). Sin fórmula atribuida de más al estándar. §2.6.",
K-642,,celda-en-evaluacion,sut/backend/tests/wallet-crypto.test.ts:289,const ilForzado = ser256((SECP256K1_ORDER - parse256(padre.privateKey)) % SECP256K1_ORDER);,,CORRECTO,1,"Keccak-256 / secp256k1 usados como en HU-06-02 RN-4 (dirección = últimos 20 B de Keccak-256(X‖Y)) y BIP-32 (corpus/documentos/bip-0032.mediawiki, curva secp256k1; corpus/documentos/erc-55.md usa Keccak-256). Sin fórmula atribuida de más al estándar. §2.6.",
K-643,,celda-en-evaluacion,sut/backend/tests/wallet-crypto.test.ts:304,"describe('AT-06-02-09 — rango no-hardened del address_index (RN-9)', () => {",,CORRECTO,1,"BIP-32: I = HMAC-SHA512(key=""Bitcoin seed"", data=S); CKDpriv hardened (`0x00‖ser256(k)‖ser32(i)`) / normal (`serP‖ser32(i)`); si parse256(I_L) ≥ n o k_i = 0, «proceed with the next value for i» (corpus/documentos/bip-0032.mediawiki, Master key generation y Private parent key → private child key).",
K-644,,celda-en-evaluacion,sut/backend/tests/wallet-crypto.test.ts:325,expect(cuenta.derivationPath).toBe(`${ETHEREUM_BASE_PATH}/2147483647`);,,CORRECTO,1,"Keccak-256 / secp256k1 usados como en HU-06-02 RN-4 (dirección = últimos 20 B de Keccak-256(X‖Y)) y BIP-32 (corpus/documentos/bip-0032.mediawiki, curva secp256k1; corpus/documentos/erc-55.md usa Keccak-256). Sin fórmula atribuida de más al estándar. §2.6.",
K-645,,celda-en-evaluacion,sut/backend/tests/wallet-crypto.test.ts:326,expect(isValidChecksumAddress(cuenta.address)).toBe(true);,,CORRECTO,1,"Checksum EIP-55/ERC-55: Keccak-256 sobre el hex ASCII en minúsculas sin `0x`; nibble ≥ 8 (o > 7) ⇒ mayúscula. Vectores oficiales All caps / All Lower / Normal (corpus/documentos/erc-55.md, Specification, Implementation y Test Cases).",
K-646,,celda-en-evaluacion,sut/mobile/src/api/deposits.ts:6,* ni accede a la seed/mnemonic (RN-12). El backend puede devolver además campos,,CORRECTO,1,"BIP-39: ENT 128–256, checksum SHA-256 ENT/32, wordlist inglés 2048, PBKDF2-HMAC-SHA512 2048 iter, seed 64 B, NFKD (corpus/documentos/bip-0039.mediawiki «Generating the mnemonic» y «From mnemonic to seed»; wordlist corpus/documentos/bip-0039-wordlist-english.txt, SHA-256 2f5eed53…24dbda). 24 palabras = política HU-06-01 RN-1, no exclusividad del estándar (§2.6).",
K-647,,celda-en-evaluacion,sut/mobile/src/api/deposits.ts:7,"* informativos (`network`, `chainId`, `derivationPath`) que se preservan si vienen.",,CORRECTO,1,Sepolia chainId 11155111 es constante de spec/00-fundaciones/activos-y-par-de-trading.md §1; no se afirma un chainId distinto ni una red equivocada como Sepolia (C4 no aplica). §2.6.,
K-648,,celda-en-evaluacion,sut/mobile/src/api/deposits.ts:11,import { isValidEip55Address } from '../onchain/address';,,CORRECTO,1,"Checksum EIP-55/ERC-55: Keccak-256 sobre el hex ASCII en minúsculas sin `0x`; nibble ≥ 8 (o > 7) ⇒ mayúscula. Vectores oficiales All caps / All Lower / Normal (corpus/documentos/erc-55.md, Specification, Implementation y Test Cases).",
K-649,,celda-en-evaluacion,sut/mobile/src/api/deposits.ts:12,import type { Asset } from '../onchain/eip681';,,CORRECTO,1,"Uso correcto de ERC-681: `ethereum:` [`pay-`] target [`@` chain_id decimal] [`/` function] [`?` params]; sin function_name = pago nativo; ERC-20 = `transfer` con parámetro `address` (corpus/documentos/erc-681.md, Specification Syntax/Semantics). chainId 11155111 lo fija spec/00-fundaciones/activos-y-par-de-trading.md §1 (§2.6).",
K-650,,celda-en-evaluacion,sut/mobile/src/api/deposits.ts:16,/** `0x` + 40 hex con checksum EIP-55 (HU-09-01 RN-10). */,,CORRECTO,1,"Checksum EIP-55/ERC-55: Keccak-256 sobre el hex ASCII en minúsculas sin `0x`; nibble ≥ 8 (o > 7) ⇒ mayúscula. Vectores oficiales All caps / All Lower / Normal (corpus/documentos/erc-55.md, Specification, Implementation y Test Cases).",
K-651,,celda-en-evaluacion,sut/mobile/src/api/deposits.ts:22,* lo prefiere sobre la constante del bundle para no rotular como Sepolia una red distinta.,,CORRECTO,1,Sepolia chainId 11155111 es constante de spec/00-fundaciones/activos-y-par-de-trading.md §1; no se afirma un chainId distinto ni una red equivocada como Sepolia (C4 no aplica). §2.6.,
K-652,,celda-en-evaluacion,sut/mobile/src/api/deposits.ts:25,"/** `chainId` informado por el backend, normalizado a string decimal (informativo). */",,CORRECTO,1,Sepolia chainId 11155111 es constante de spec/00-fundaciones/activos-y-par-de-trading.md §1; no se afirma un chainId distinto ni una red equivocada como Sepolia (C4 no aplica). §2.6.,
K-653,,celda-en-evaluacion,sut/mobile/src/api/deposits.ts:26,chainId?: string;,,CORRECTO,1,Sepolia chainId 11155111 es constante de spec/00-fundaciones/activos-y-par-de-trading.md §1; no se afirma un chainId distinto ni una red equivocada como Sepolia (C4 no aplica). §2.6.,
K-654,,celda-en-evaluacion,sut/mobile/src/api/deposits.ts:34,* Una dirección del contrato de RN-10: `0x` + 40 hex **con checksum EIP-55**.,,CORRECTO,1,"Checksum EIP-55/ERC-55: Keccak-256 sobre el hex ASCII en minúsculas sin `0x`; nibble ≥ 8 (o > 7) ⇒ mayúscula. Vectores oficiales All caps / All Lower / Normal (corpus/documentos/erc-55.md, Specification, Implementation y Test Cases).",
K-655,,celda-en-evaluacion,sut/mobile/src/api/deposits.ts:37,"* checksum hace fallar el parseo como `TransportError` (""respuesta fuera del contrato"") en vez",,CORRECTO,1,"Checksum EIP-55/ERC-55: Keccak-256 sobre el hex ASCII en minúsculas sin `0x`; nibble ≥ 8 (o > 7) ⇒ mayúscula. Vectores oficiales All caps / All Lower / Normal (corpus/documentos/erc-55.md, Specification, Implementation y Test Cases).",
K-656,,celda-en-evaluacion,sut/mobile/src/api/deposits.ts:42,*  - HU-11-06 RN-2 obliga a **mostrar** la dirección con checksum EIP-55: una dirección cuyo,,CORRECTO,1,"Checksum EIP-55/ERC-55: Keccak-256 sobre el hex ASCII en minúsculas sin `0x`; nibble ≥ 8 (o > 7) ⇒ mayúscula. Vectores oficiales All caps / All Lower / Normal (corpus/documentos/erc-55.md, Specification, Implementation y Test Cases).",
K-657,,celda-en-evaluacion,sut/mobile/src/api/deposits.ts:43,*    checksum no verifica está corrupta (el checksum existe justamente para detectar eso) y,,CORRECTO,1,"Checksum EIP-55/ERC-55: Keccak-256 sobre el hex ASCII en minúsculas sin `0x`; nibble ≥ 8 (o > 7) ⇒ mayúscula. Vectores oficiales All caps / All Lower / Normal (corpus/documentos/erc-55.md, Specification, Implementation y Test Cases).",
K-658,,celda-en-evaluacion,sut/mobile/src/api/deposits.ts:48,* Se reutiliza `isValidEip55Address` de `onchain/address.ts` (verificado contra los vectores,,CORRECTO,1,"Checksum EIP-55/ERC-55: Keccak-256 sobre el hex ASCII en minúsculas sin `0x`; nibble ≥ 8 (o > 7) ⇒ mayúscula. Vectores oficiales All caps / All Lower / Normal (corpus/documentos/erc-55.md, Specification, Implementation y Test Cases).",
K-659,,celda-en-evaluacion,sut/mobile/src/api/deposits.ts:49,"* oficiales de ERC-55), que acepta los checksums degenerados «All Lower» / «All caps».",,CORRECTO,1,"Checksum EIP-55/ERC-55: Keccak-256 sobre el hex ASCII en minúsculas sin `0x`; nibble ≥ 8 (o > 7) ⇒ mayúscula. Vectores oficiales All caps / All Lower / Normal (corpus/documentos/erc-55.md, Specification, Implementation y Test Cases).",
K-660,,celda-en-evaluacion,sut/mobile/src/api/deposits.ts:52,return typeof value === 'string' && isValidEip55Address(value);,,CORRECTO,1,"Checksum EIP-55/ERC-55: Keccak-256 sobre el hex ASCII en minúsculas sin `0x`; nibble ≥ 8 (o > 7) ⇒ mayúscula. Vectores oficiales All caps / All Lower / Normal (corpus/documentos/erc-55.md, Specification, Implementation y Test Cases).",
K-661,,celda-en-evaluacion,sut/mobile/src/api/deposits.ts:56,"* `chainId` normalizado a string decimal, o `null` si no vino o no tiene una forma usable.",,CORRECTO,1,Sepolia chainId 11155111 es constante de spec/00-fundaciones/activos-y-par-de-trading.md §1; no se afirma un chainId distinto ni una red equivocada como Sepolia (C4 no aplica). §2.6.,
K-662,,celda-en-evaluacion,sut/mobile/src/api/deposits.ts:60,* es parte del contrato de RN-10; la política sobre un `chainId` que sí vino y no es el,,CORRECTO,1,Sepolia chainId 11155111 es constante de spec/00-fundaciones/activos-y-par-de-trading.md §1; no se afirma un chainId distinto ni una red equivocada como Sepolia (C4 no aplica). §2.6.,
K-663,,celda-en-evaluacion,sut/mobile/src/api/deposits.ts:61,"* esperado la aplica la pantalla (RN-2, `CHAIN_ID_MISMATCH`).",,CORRECTO,1,Sepolia chainId 11155111 es constante de spec/00-fundaciones/activos-y-par-de-trading.md §1; no se afirma un chainId distinto ni una red equivocada como Sepolia (C4 no aplica). §2.6.,
K-664,,celda-en-evaluacion,sut/mobile/src/api/deposits.ts:63,function parseChainId(value: unknown): string | null {,,CORRECTO,1,Sepolia chainId 11155111 es constante de spec/00-fundaciones/activos-y-par-de-trading.md §1; no se afirma un chainId distinto ni una red equivocada como Sepolia (C4 no aplica). §2.6.,
K-665,,celda-en-evaluacion,sut/mobile/src/api/deposits.ts:80,// Presente pero fuera de contrato: el QR EIP-681 de USDC apunta a este contrato,,CORRECTO,1,"Uso correcto de ERC-681: `ethereum:` [`pay-`] target [`@` chain_id decimal] [`/` function] [`?` params]; sin function_name = pago nativo; ERC-20 = `transfer` con parámetro `address` (corpus/documentos/erc-681.md, Specification Syntax/Semantics). chainId 11155111 lo fija spec/00-fundaciones/activos-y-par-de-trading.md §1 (§2.6).",
K-666,,celda-en-evaluacion,sut/mobile/src/api/deposits.ts:90,const chainId = parseChainId(payload.chainId);,,CORRECTO,1,Sepolia chainId 11155111 es constante de spec/00-fundaciones/activos-y-par-de-trading.md §1; no se afirma un chainId distinto ni una red equivocada como Sepolia (C4 no aplica). §2.6.,
K-667,,celda-en-evaluacion,sut/mobile/src/api/deposits.ts:91,if (chainId !== null) result.chainId = chainId;,,CORRECTO,1,Sepolia chainId 11155111 es constante de spec/00-fundaciones/activos-y-par-de-trading.md §1; no se afirma un chainId distinto ni una red equivocada como Sepolia (C4 no aplica). §2.6.,
K-668,,celda-en-evaluacion,sut/mobile/src/api/errors.ts:46,"'CHAIN_ID_MISMATCH',",,CORRECTO,1,Sepolia chainId 11155111 es constante de spec/00-fundaciones/activos-y-par-de-trading.md §1; no se afirma un chainId distinto ni una red equivocada como Sepolia (C4 no aplica). §2.6.,
K-669,,celda-en-evaluacion,sut/mobile/src/api/errors.ts:161,case 'CHAIN_ID_MISMATCH':,,CORRECTO,1,Sepolia chainId 11155111 es constante de spec/00-fundaciones/activos-y-par-de-trading.md §1; no se afirma un chainId distinto ni una red equivocada como Sepolia (C4 no aplica). §2.6.,
K-670,,celda-en-evaluacion,sut/mobile/src/api/errors.ts:162,// Sólo Sepolia (chainId 11155111) es una red válida del proyecto (HU-11-06 RN-2).,,CORRECTO,1,Sepolia chainId 11155111 es constante de spec/00-fundaciones/activos-y-par-de-trading.md §1; no se afirma un chainId distinto ni una red equivocada como Sepolia (C4 no aplica). §2.6.,
K-671,,celda-en-evaluacion,sut/mobile/src/api/errors.ts:163,return 'Red incorrecta: la operación no corresponde a Sepolia.';,,CORRECTO,1,Sepolia chainId 11155111 es constante de spec/00-fundaciones/activos-y-par-de-trading.md §1; no se afirma un chainId distinto ni una red equivocada como Sepolia (C4 no aplica). §2.6.,
K-672,,celda-en-evaluacion,sut/mobile/src/config.ts:20,/** Red on-chain del proyecto (Sepolia). `00-fundaciones/activos-y-par-de-trading.md`. */,,CORRECTO,1,Sepolia chainId 11155111 es constante de spec/00-fundaciones/activos-y-par-de-trading.md §1; no se afirma un chainId distinto ni una red equivocada como Sepolia (C4 no aplica). §2.6.,
K-673,,celda-en-evaluacion,sut/mobile/src/config.ts:21,export const CHAIN_ID = '11155111';,,CORRECTO,1,Sepolia chainId 11155111 es constante de spec/00-fundaciones/activos-y-par-de-trading.md §1; no se afirma un chainId distinto ni una red equivocada como Sepolia (C4 no aplica). §2.6.,
K-674,,celda-en-evaluacion,sut/mobile/src/config.ts:22,export const NETWORK_NAME = 'Sepolia';,,CORRECTO,1,Sepolia chainId 11155111 es constante de spec/00-fundaciones/activos-y-par-de-trading.md §1; no se afirma un chainId distinto ni una red equivocada como Sepolia (C4 no aplica). §2.6.,
K-675,,celda-en-evaluacion,sut/mobile/src/onchain/address.ts:2,* Direcciones Ethereum en el cliente mobile: formato y checksum EIP-55.,,CORRECTO,1,"Checksum EIP-55/ERC-55: Keccak-256 sobre el hex ASCII en minúsculas sin `0x`; nibble ≥ 8 (o > 7) ⇒ mayúscula. Vectores oficiales All caps / All Lower / Normal (corpus/documentos/erc-55.md, Specification, Implementation y Test Cases).",
K-676,,celda-en-evaluacion,sut/mobile/src/onchain/address.ts:4,"* Fuente normativa: ERC-55 / EIP-55 («Mixed-case checksum address encoding»), que define el",,CORRECTO,1,"Checksum EIP-55/ERC-55: Keccak-256 sobre el hex ASCII en minúsculas sin `0x`; nibble ≥ 8 (o > 7) ⇒ mayúscula. Vectores oficiales All caps / All Lower / Normal (corpus/documentos/erc-55.md, Specification, Implementation y Test Cases).",
K-677,,celda-en-evaluacion,sut/mobile/src/onchain/address.ts:5,* checksum como `Keccak-256` sobre la representación ASCII hexadecimal **en minúsculas y sin,,CORRECTO,1,"Checksum EIP-55/ERC-55: Keccak-256 sobre el hex ASCII en minúsculas sin `0x`; nibble ≥ 8 (o > 7) ⇒ mayúscula. Vectores oficiales All caps / All Lower / Normal (corpus/documentos/erc-55.md, Specification, Implementation y Test Cases).",
K-678,,celda-en-evaluacion,sut/mobile/src/onchain/address.ts:8,* checksum EIP-55) y RN-5 / RN-9 (validación temprana del destino de retiro y del contenido de,,CORRECTO,1,"Checksum EIP-55/ERC-55: Keccak-256 sobre el hex ASCII en minúsculas sin `0x`; nibble ≥ 8 (o > 7) ⇒ mayúscula. Vectores oficiales All caps / All Lower / Normal (corpus/documentos/erc-55.md, Specification, Implementation y Test Cases).",
